SAN FRANCISCO - OTHER CITIES (Excluding Top 3)
================================================================================

Top 3 (excluded from list below):
  1. Los Angeles, CA (106)
  2. San Diego, CA (39)
  3. Oakland, CA (27)

================================================================================

Ranks 4-1634 (1631 other cities):

 167. Buffalo, NY                                                  (  2)
 168. Coronado, CA                                                 (  2)
 169. Minneapolis, MN                                              (  2)
 170. Miami, FL                                                    (  2)
 171. Garden City, NY                                              (  2)
 172. Peace                                                        (  2)
 173. West Palm Beach, FL                                          (  2)
 174. Santa Clara, CA                                              (  2)
 175. Westminster, CO                                              (  2)
 176. Cincinnati, OH                                               (  2)
 177. New Mexico, USA                                              (  2)
 178. Cali, USA                                                    (  2)
 179. Long Island, NY                                              (  2)
 180. Southern California, USA                                     (  2)
 181. Joliet, IL                                                   (  2)
 182. Santa Barbara, CA                                            (  2)
 183. San Mateo, CA                                                (  2)
 184. Chino, CA                                                    (  2)
 185. I STAND WITH AMERICA UNDER GOD                               (  2)
 186. Cambridge, MA                                                (  2)
 187. brooklyn                                                     (  2)
 188. Guadalajara, Jalisco                                         (  2)
 189. Main Street, USA                                             (  2)
 190. new york new york                                            (  2)
 191. Dino’s Treehouse usa                                         (  2)
 192. Murrieta, CA                                                 (  2)
 193. Menifee, CA                                                  (  2)
 194. Ferndale, WA                                                 (  2)
 195. The Free State of Florida                                    (  2)
 196. Oceanside, CA                                                (  2)
 197. Redding, CA                                                  (  2)
 198. Silicon Vallley                                              (  2)
 199. Land of Opportunity                                          (  2)
 200. BC MICH                                                      (  2)
 201. Small town florida 🌴 🌞 🌊                                     (  2)
 202. Victoria, British Columbia                                   (  2)
 203. The great state of Ohio                                      (  2)
 204. California to Mississippi                                    (  2)
 205. Lurking in your head                                         (  2)
 206. 🇺🇸                                                           (  2)
 207. Santa Clarita, CA                                            (  2)
 208. lone star                                                    (  2)
 209. Dallas TX area                                               (  2)
 210. Southern Calfornia                                           (  2)
 211. Melbourne, Victoria                                          (  2)
 212. Fairfield, CT                                                (  2)
 213. Seattle                                                      (  2)
 214. Olympia, WA                                                  (  2)
 215. Long Island NY                                               (  2)
 216. Great State of Texas                                         (  2)
 217. Covington, LA                                                (  2)
 218. Piedmont, CA                                                 (  2)
 219. Louisville, KY                                               (  2)
 220. New Delhi                                                    (  2)
 221. Perry Podcast 7 now on Spotify                               (  2)
 222. 🇺🇸🇬🇧🇬🇭                                                       (  2)
 223. Mars                                                         (  2)
 224. corpus christi, tx                                           (  2)
 225. California || Earth                                          (  2)
 226. Dystopia USA                                                 (  2)
 227. Valencia                                                     (  2)
 228. St Louis, MO                                                 (  2)
 229. S.F.                                                         (  2)
 230. empire state                                                 (  2)
 231. #WinCity☠                                                    (  2)
 232. Hyperamerica                                                 (  2)
 233. Raccoon City                                                 (  2)
 234. Trump Country                                                (  2)
 235. Plant City Florida USA                                       (  2)
 236. Marked safe from all disasters                               (  2)
 237. NYC-JAX                                                      (  2)
 238. Here and There                                               (  2)
 239. Miami, Florida                                               (  2)
 240. The Pacific Northwest                                        (  2)
 241. The Earth                                                    (  2)
 242. Someplace you ain't.                                         (  2)
 243. cornfield mid America                                        (  2)
 244. Ontario                                                      (  2)
 245. Dundee ,Scotland                                             (  2)
 246. India                                                        (  2)
 247. Hamsterdam                                                   (  2)
 248. Valencia, Regne de Valencia                                  (  2)
 249. SONORAN DESERT                                               (  2)
 250. planet earth                                                 (  2)
 251. Scottsdale, AZ                                               (  2)
 252. Ottawa, Ontario                                              (  2)
 253. So Cal                                                       (  2)
 254. Singapore                                                    (  2)
 255. Wallkill,NY                                                  (  2)
 256. PLEASANTON CA.                                               (  2)
 257. American Empire                                              (  2)
 258. Beverly Hills                                                (  2)
 259. Brisbane, Qld, Australia                                     (  2)
 260. Here                                                         (  2)
 261. SoCal, CA                                                    (  2)
 262. Medellin, Colombia                                           (  2)
 263. California born and bred                                     (  2)
 264. Barcelona, Spain                                             (  2)
 265. East Los Angeles, CA                                         (  2)
 266. An orchestra or my litter box.                               (  2)
 267. Orlando, FL                                                  (  2)
 268. Pluto                                                        (  2)
 269. Silicon Valley, CA                                           (  2)
 270. Rocky Mountains                                              (  2)
 271. Occupied Yelamu Territory                                    (  2)
 272. Doesn't  Matter                                              (  1)
 273. Clifton, CO                                                  (  1)
 274. United States of America 🇺🇸                                  (  1)
 275. Taos New Mexico                                              (  1)
 276. •Los Angeles•                                                (  1)
 277. San Marcos, TX                                               (  1)
 278. Jonesboro, AR                                                (  1)
 279. Suecia                                                       (  1)
 280. Western USA                                                  (  1)
 281. Pugetropolis                                                 (  1)
 282. Bentonville, AR                                              (  1)
 283. Guatire, Medellin & Sausalito                                (  1)
 284. New Jersey, USA 🇺🇸                                           (  1)
 285. •🇵🇷Borikén Caribbean Roots•                                  (  1)
 286. TPD                                                          (  1)
 287. West U.S.                                                    (  1)
 288. Carthage, TX                                                 (  1)
 289. The West is the Best                                         (  1)
 290. 📍safe V-California, USA 👏                                    (  1)
 291. internethelloffame.eth                                       (  1)
 292. East of Silicon Valley. Nevada                               (  1)
 293. Servers                                                      (  1)
 294. Greater Oakland, CA                                          (  1)
 295. Pilis, Magyarország                                          (  1)
 296. stuttgart                                                    (  1)
 297. Pittsburgh, PA                                               (  1)
 298. Jimin's fairytale ✨                                          (  1)
 299. Los Angeles California USA                                   (  1)
 300. Keep your circle small                                       (  1)
 301. Huntington Beach                                             (  1)
 302. Santa Claus, Indiana                                         (  1)
 303. Zero                                                         (  1)
 304. North Tustin, CA                                             (  1)
 305. Los Angeles, California.                                     (  1)
 306. https://x.com/Truth2Everyone/s                               (  1)
 307. Ukraine                                                      (  1)
 308. Durham, NC                                                   (  1)
 309. Yavin 4                                                      (  1)
 310. www.robrogoff.com                                            (  1)
 311. North Coast USA                                              (  1)
 312. Oresund Region                                               (  1)
 313. Sunny Colorado                                               (  1)
 314. North Jawja                                                  (  1)
 315.  Blakely, PA                                                 (  1)
 316.  Slinger                                                     (  1)
 317. Best Coast                                                   (  1)
 318. Gorky Park                                                   (  1)
 319. Vancouver BC Canada                                          (  1)
 320. Server room                                                  (  1)
 321. The West Side                                                (  1)
 322. Ponyville                                                    (  1)
 323. No hay lugar como el hogar.                                  (  1)
 324. Middle Tennessee, USA                                        (  1)
 325. Trinidad, California                                         (  1)
 326. Bay City, MIchigan                                           (  1)
 327. 𒉣𒆠                                                           (  1)
 328. 🌍                                                            (  1)
 329. Boston New York London Paris                                 (  1)
 330. Marquette, MI                                                (  1)
 331. In My Barakolypse Bunker                                     (  1)
 332. The 2A is the Hand of God.                                   (  1)
 333. Milwaukee, Wisconsin                                         (  1)
 334. The King's Highway                                           (  1)
 335. Clayton, CA                                                  (  1)
 336. Ohlone Land / FRISCO                                         (  1)
 337. New Port Richey, FL                                          (  1)
 338. 美国                                                           (  1)
 339. TRA = ZRA                                                    (  1)
 340. Waawiyaataanong, Detroit, MI                                 (  1)
 341. San Diego County                                             (  1)
 342. CA hell 🇺🇸                                                   (  1)
 343. Charlottesville, VA                                          (  1)
 344. Daytona Beach Fla                                            (  1)
 345. iPhone: 41.901489,-87.627991                                 (  1)
 346. Berlin                                                       (  1)
 347. Banana Republic                                              (  1)
 348. Calipendejo, CA                                              (  1)
 349. Detroit                                                      (  1)
 350. 🇺🇸 🇺🇸 🇺🇸                                                     (  1)
 351. Nashville, NC                                                (  1)
 352. Midwest & Los Angeles                                        (  1)
 353. Sacramento, Ca                                               (  1)
 354. Southern Paiute Territory                                    (  1)
 355. Fifth Circle of Hell                                         (  1)
 356. Manhattan                                                    (  1)
 357. Woodbury Tennessee                                           (  1)
 358. McLean, VA                                                   (  1)
 359. ringside                                                     (  1)
 360. Carolina’s  🏝️ 🌞 🏖️                                          (  1)
 361. Mason, Ohio                                                  (  1)
 362. Chiloquin, Oregon 97624                                      (  1)
 363. Wien Austria                                                 (  1)
 364. Fort Greene, Brooklyn                                        (  1)
 365. Oxnard, CA                                                   (  1)
 366. Almere, NL                                                   (  1)
 367. Trujillo Alto, PR                                            (  1)
 368.  Sarasota,FL                                                 (  1)
 369. Prescott, AZ                                                 (  1)
 370. Roma, Lazio                                                  (  1)
 371.  Bangalore, India                                            (  1)
 372. Delray Beach, FL                                             (  1)
 373. VA- FL                                                       (  1)
 374. Raleigh, NC                                                  (  1)
 375. Rochester, NY                                                (  1)
 376. Tianjin, China                                               (  1)
 377. Wa State, mid western part                                   (  1)
 378. Unceded  Lkwungen Territory                                  (  1)
 379. @ THE BEACH                                                  (  1)
 380. Florianópolis, Brazil                                        (  1)
 381. NorCal, USA                                                  (  1)
 382. Oakland, California                                          (  1)
 383. Under the same 🌙                                             (  1)
 384. Florida & California, USA                                    (  1)
 385. Hella, Wesss Siii.                                           (  1)
 386. Метавселенная                                                (  1)
 387. Spokane, WA                                                  (  1)
 388. Heaven                                                       (  1)
 389. Currently in Missouri                                        (  1)
 390. ÜT: 37.781379,-122.416465                                    (  1)
 391. Cypress, California                                          (  1)
 392. Pottsylvania, Taxifornia                                     (  1)
 393. Nashville,Tennessee                                          (  1)
 394. Taipei City, Taiwan                                          (  1)
 395. Mixed Race but Not Mixed Up.                                 (  1)
 396. Free Zone ,  NorCal (HANGTOWN)                               (  1)
 397. planet earth                                                 (  1)
 398. Philippines                                                  (  1)
 399. Nevada & California                                          (  1)
 400. 📍                                                            (  1)
 401. Munchkin Land ... Married                                    (  1)
 402. Deep in the 🧡 of Texas                                       (  1)
 403. Northern Arizona                                             (  1)
 404. "Where The Wild Things Are"                                  (  1)
 405. half way there                                               (  1)
 406. Bay Livin                                                    (  1)
 407. Lenoir City, TN                                              (  1)
 408. Gay, ouvrier. Tweetment vôtre.                               (  1)
 409. America 🇺🇸                                                   (  1)
 410. WEST$IDE                                                     (  1)
 411. Milady                                                       (  1)
 412. Litchfield Park, AZ                                          (  1)
 413. Moutain Cave                                                 (  1)
 414. Oxyana, WV                                                   (  1)
 415. Russellville, AR                                             (  1)
 416. Sac                                                          (  1)
 417. The Plasma Pool                                              (  1)
 418. el jnoub to philly                                           (  1)
 419. The City of Townsville                                       (  1)
 420. Richland, Washington                                         (  1)
 421. Chocolate City                                               (  1)
 422. nc to bk to nc                                               (  1)
 423. Milton, GA                                                   (  1)
 424. Perpetually Asleep                                           (  1)
 425. Littleton, CO                                                (  1)
 426. Warr Acres, OK                                               (  1)
 427. Sierra Nevada Mountains                                      (  1)
 428. SC  beach and Amish Country PA                               (  1)
 429. Atwater Village, Los Angeles                                 (  1)
 430. The nard,ca                                                  (  1)
 431. Sanctuary State                                              (  1)
 432. Rio Linda, CA                                                (  1)
 433. runnin away                                                  (  1)
 434. TLH  30°26′17″N 84°18′16″W                                   (  1)
 435. in the woods by the mountains                                (  1)
 436. Somewhere near the sand 🌴                                    (  1)
 437. Meridian Ms.                                                 (  1)
 438. Argentina                                                    (  1)
 439. Brandon fl                                                   (  1)
 440. North Idaho / FT RV’ers 🇺🇸                                   (  1)
 441. Home Island, Cocos (Keeling) I                               (  1)
 442. US  So Cal  760 USN                                          (  1)
 443. Boca Rutan                                                   (  1)
 444. 37.802804,-122.250392                                        (  1)
 445. Vancouver, WA                                                (  1)
 446. Berkeley, CAliscrillya                                       (  1)
 447. WI 2 TX 2 CA 2 FL                                            (  1)
 448. 34.1,-118.1                                                  (  1)
 449. Occupied Tongva land                                         (  1)
 450. Comanche/Jewish/Tiwa Diasporas                               (  1)
 451. USA ! USA! USA!                                              (  1)
 452. Gulf of America                                              (  1)
 453. 22                                                           (  1)
 454. Buda, TX                                                     (  1)
 455. Former Texan, now The South                                  (  1)
 456. Bhutan, Illinois                                             (  1)
 457. 500 Gold Ave not VAMC                                        (  1)
 458. Steelers Country!                                            (  1)
 459. Brooklyn, New York                                           (  1)
 460. Red Rock, Arizona                                            (  1)
 461. Florida USA                                                  (  1)
 462. Cold Spring, NY                                              (  1)
 463. South Florida                                                (  1)
 464. Auburn, WA                                                   (  1)
 465. Western New York                                             (  1)
 466. NorCal USA                                                   (  1)
 467. Capetown                                                     (  1)
 468. Orlando                                                      (  1)
 469. Dixieland                                                    (  1)
 470. Discovery Bay, CA                                            (  1)
 471. Lutz, FL                                                     (  1)
 472. Alaska                                                       (  1)
 473. Sacramento CA area                                           (  1)
 474. Naples, FL                                                   (  1)
 475. HELLA, CA                                                    (  1)
 476. South Jersey                                                 (  1)
 477. western usa                                                  (  1)
 478. Northern Virginia                                            (  1)
 479. Roselle, IL, U.S.A.(Chicago)                                 (  1)
 480. Los Angeles, California, USA                                 (  1)
 481. American Southwest                                           (  1)
 482. Santa Ana, California                                        (  1)
 483. NEW MEXICO, USA                                              (  1)
 484. South Dakota                                                 (  1)
 485. The Battle is NOW    Supported Donald J. Trump President on Day 1. Get on the Trump Train (  1)
 486. Not of this World                                            (  1)
 487. Phoenix, Arizona                                             (  1)
 488. Gaumishang@AOL.COM                                           (  1)
 489. California-Sicily                                            (  1)
 490. Indianapolis, Indiana                                        (  1)
 491. Anderson, IN                                                 (  1)
 492. Woodbridge , VA                                              (  1)
 493. Rockwall, TX                                                 (  1)
 494. Cali-for-ni-Aahh!!                                           (  1)
 495. Fayetteville, GA                                             (  1)
 496. Dublin, OH                                                   (  1)
 497. Gainesville, GA                                              (  1)
 498. monterey ca                                                  (  1)
 499. Twilight Zone                                                (  1)
 500. Boise                                                        (  1)
 501. SO CAL / Beach Lover                                         (  1)
 502. Myrtle Beach, South Carolina                                 (  1)
 503. Western states                                               (  1)
 504. California, United States                                    (  1)
 505. Eustis, FL                                                   (  1)
 506. 33 N / 117 W                                                 (  1)
 507. San Jose, CA                                                 (  1)
 508.  SW USA                                                      (  1)
 509. 90710                                                        (  1)
 510. The Swamp                                                    (  1)
 511. Slidell, LA                                                  (  1)
 512. South Africa                                                 (  1)
 513. Kalifornistan via Montana                                    (  1)
 514. Conservative in California USA                               (  1)
 515. Turin, Piedmont                                              (  1)
 516. Carpi                                                        (  1)
 517. Retired in Dominican Republic                                (  1)
 518. Scottsdale, Arizona                                          (  1)
 519. Leiden, Nederland                                            (  1)
 520. East Valinda, CA S.G.V.                                      (  1)
 521. Somewhere Eatin’ Gumbo in H                                  (  1)
 522. Coral Gables, FL                                             (  1)
 523. Outskirts of Heaven....                                      (  1)
 524. Back yard                                                    (  1)
 525. Clarksville, TN                                              (  1)
 526. Cryptosphere                                                 (  1)
 527. behind enemy lines                                           (  1)
 528. Varrock Square                                               (  1)
 529. West Indies | Orlando, Fl                                    (  1)
 530. plants&trees grows&water flows                               (  1)
 531. Alexandria, VA                                               (  1)
 532. citizenship is in heaven,                                    (  1)
 533. God’s Kingdom                                                (  1)
 534.  Central CA                                                  (  1)
 535. Anaheim, CA 🍊                                                (  1)
 536. Detroit Suburb                                               (  1)
 537. 51st State                                                   (  1)
 538. Seminole, FL                                                 (  1)
 539. Seaside, CA                                                  (  1)
 540. Bluffton, SC                                                 (  1)
 541. Costa Mesa, CA                                               (  1)
 542. Anderson, SC                                                 (  1)
 543. Las Vegas NV /London, UK                                     (  1)
 544. Jacksonville, FL                                             (  1)
 545. WPB, Fl, Long Beach, NY                                      (  1)
 546. parts unkown                                                 (  1)
 547. Jersey Shore                                                 (  1)
 548. Chula vista, CA                                              (  1)
 549. Maryland, United States                                      (  1)
 550. Earth.                                                       (  1)
 551. Third Rock from the Sun                                      (  1)
 552. Not Here                                                     (  1)
 553. Lunatic fringe of California                                 (  1)
 554. New Orleans                                                  (  1)
 555. CB, North Carolina, USA                                      (  1)
 556. Norway                                                       (  1)
 557. Louisana                                                     (  1)
 558. Taiwan                                                       (  1)
 559. Windhelm                                                     (  1)
 560. Gone Fishing                                                 (  1)
 561. F.J.B.                                                       (  1)
 562. 🌎                                                            (  1)
 563. Soviet Republic Of California                                (  1)
 564. Paso Robles, CA                                              (  1)
 565. Huntington Beach, CA                                         (  1)
 566. aka: Hell.                                                   (  1)
 567. Jackson Heights Queens                                       (  1)
 568. Gulf Coast, FL                                               (  1)
 569. Olympic Pennisula, WA                                        (  1)
 570. http://Publicspaced.com                                      (  1)
 571. Midland, TX                                                  (  1)
 572. Shelbrook SASK                                               (  1)
 573. Almena, WI                                                   (  1)
 574. SO CALIF DMZ No DMs  NO PORN                                 (  1)
 575. My house                                                     (  1)
 576. Townsend, DE USA                                             (  1)
 577. houston tx                                                   (  1)
 578. Santa Rosa                                                   (  1)
 579. Converse, TX                                                 (  1)
 580. Palm Beach County, FL                                        (  1)
 581. Not my final destination                                     (  1)
 582. On a mountain                                                (  1)
 583. Sydney/Gadigal                                               (  1)
 584. Altoona, PA                                                  (  1)
 585. 20 minutes into the future                                   (  1)
 586. 26+6=1 🇮🇪                                                    (  1)
 587. Planet Earth most days                                       (  1)
 588. Casper, WY                                                   (  1)
 589. Crestwood Village, NJ                                        (  1)
 590. Dominican Republic                                           (  1)
 591. Cackalacky                                                   (  1)
 592. Las Vegas/Nashville                                          (  1)
 593. Cottleville, MO                                              (  1)
 594. In the hills somewhere in Ca.                                (  1)
 595. The Great State of Texas                                     (  1)
 596. Sin’s City; City of the Moon.                                (  1)
 597. Wyoming, USA                                                 (  1)
 598. Tomkins Cove, NY                                             (  1)
 599. Brownsville, Texas                                           (  1)
 600. 𝕏Ð                                                           (  1)
 601. MS GulfCoast                                                 (  1)
 602. Monnegaw Springs MO                                          (  1)
 603. Belo Horizonte, Brasil                                       (  1)
 604. Mount Sinai, NY                                              (  1)
 605. Calif                                                        (  1)
 606. Commifornia to ???                                           (  1)
 607. Im Fucked USA.                                               (  1)
 608. 8686 Scaredy Pants Lane                                      (  1)
 609. 🇺🇸 America the  Beautiful                                    (  1)
 610. National Park, NJ                                            (  1)
 611. The Diner Capitol of the US                                  (  1)
 612. Soon Amongst the Redwoods                                    (  1)
 613. Delco                                                        (  1)
 614. Bristol, Florida                                             (  1)
 615. Ormond Beach, FL                                             (  1)
 616. Houston, USA                                                 (  1)
 617. XÐ                                                           (  1)
 618. State College PA                                             (  1)
 619. West Chester, Ohio                                           (  1)
 620. Indy/LA                                                      (  1)
 621. Lakewood Ranch, FL                                           (  1)
 622. Dublin, CA                                                   (  1)
 623. Avondale, AZ                                                 (  1)
 624. Idaho/Utah/California/world                                  (  1)
 625.  Missouri Ozarks                                             (  1)
 626. Battle Creek, Michigan                                       (  1)
 627. Alvin, TX                                                    (  1)
 628. Duane Kuiper’s Yurt                                          (  1)
 629. Huntersville, NC                                             (  1)
 630. Ventura, CA                                                  (  1)
 631. okinawa japan                                                (  1)
 632. Banana Republic. Thanks Biden.                               (  1)
 633. In the Woods                                                 (  1)
 634. Marxa/Maska/Messachusetts                                    (  1)
 635. Island Of Relevancy                                          (  1)
 636. LGB ~Westside                                                (  1)
 637. Albuquerque, NM                                              (  1)
 638. Web3                                                         (  1)
 639. Arlington, VA & St Louis, MO                                 (  1)
 640. South Dakota, USA                                            (  1)
 641. Anchorage, Alaska                                            (  1)
 642. California & Nationwide                                      (  1)
 643. Ontario Hell                                                 (  1)
 644. God will save California                                     (  1)
 645. Brighton UK                                                  (  1)
 646. Ponte vedra                                                  (  1)
 647. ohlone                                                       (  1)
 648. Fort Collins, CO                                             (  1)
 649. Italy                                                        (  1)
 650. you'll never find me                                         (  1)
 651. Parts Unknown XIV                                            (  1)
 652. Montana                                                      (  1)
 653. Northern California, USA                                     (  1)
 654. Wherever I can get down.                                     (  1)
 655. Germany                                                      (  1)
 656. US, WI                                                       (  1)
 657. S. OR                                                        (  1)
 658. Saddlebrooke Ranch, AZ.                                      (  1)
 659. Right where I need to be                                     (  1)
 660. DTLA                                                         (  1)
 661. Occupied California                                          (  1)
 662. Taiwan                                                       (  1)
 663. Bristol, RI                                                  (  1)
 664. Remote                                                       (  1)
 665. Irving, Texas                                                (  1)
 666. Riverside CA                                                 (  1)
 667. Unceded Lisjan/Huchiun land                                  (  1)
 668. Reykjavík, Iceland                                           (  1)
 669. Grifter Gavin’s Crimafornia                                  (  1)
 670. CNN+ 3rd floor Cubical 314                                   (  1)
 671. Uyo, Nigeria                                                 (  1)
 672. State of Gratitude                                           (  1)
 673. MARICOPA County AZ                                           (  1)
 674. Burlington, NJ                                               (  1)
 675. san jose, ca                                                 (  1)
 676. Wrong side of History                                        (  1)
 677. Foothill Ranch, California                                   (  1)
 678. Atherton, CA                                                 (  1)
 679. Vernon, British Columbia                                     (  1)
 680. New Hyde Park, NY                                            (  1)
 681. Missouri City Texas                                          (  1)
 682. Somewhere                                                    (  1)
 683. Inland PNW (view of Idaho)                                   (  1)
 684. Berlin, CT                                                   (  1)
 685. None Ya                                                      (  1)
 686. Unity DEMOCRATS WORSE FEAR                                   (  1)
 687. Jacksonville Beach, FL                                       (  1)
 688. Hungary                                                      (  1)
 689. 'merica                                                      (  1)
 690. mood:                                                        (  1)
 691. boston/new orleans                                           (  1)
 692. Texas City, TX                                               (  1)
 693. Mi'kma'ki                                                    (  1)
 694. Commi WA State                                               (  1)
 695. ICE are STILL EVIL Terrorists                                (  1)
 696. So Cal USA                                                   (  1)
 697. Oklahoma City,Oklahoma                                       (  1)
 698. Evergreen State                                              (  1)
 699. Nederland, TX                                                (  1)
 700. moving in faith                                              (  1)
 701. San Jose California                                          (  1)
 702. AMERICA FIRST                                                (  1)
 703. Colfax,Ca.                                                   (  1)
 704. 94117                                                        (  1)
 705. real time crime center Akron                                 (  1)
 706. 94103                                                        (  1)
 707. Long Beach, CA.                                              (  1)
 708. Anywhere USA                                                 (  1)
 709. Clovis, CA                                                   (  1)
